Name,Followers,Rating,Industry,Domain,rev
James Hsu,4,5.0,UI%20Design,"['uxdesign', 'uidesign', 'productdesign']","[""::\nQ: How was your experience as a mentee? - I began my UX journey during the pandemic, and it's been a challenge learning on my own. Having James as a mentor gave me valuable insights I wasn't getting from reading articles and was the extra push I needed to land a job as a UX Designer. If you're struggling in your job search, I'd highly recommend James! Q: How was James' mentorship? - You can only learn so much from reading articles and doing a boot camp. I was feeling stuck with my job search, and working with James brought me up to speed on what hiring managers are looking for in a UX Designer, and gave me the confidence I needed to reach my goal. Now I've landed a job, and I'm super happy!! Thanks, James!\n"", '::\nJames was very personable, easy to talk to and genuinely cares about his mentees!\n', '::\nI am truly enjoying this mentorship. Learning things that would be hard or impossible to learn on my own by just Googling. This mentorship has not only improved the quality of my work in website design, but also in understanding the UX design principles behind it. I would definitely recommend James as he is both very experienced and teaches well!\n']"
Callan Richardson,3,5.0,UI%20Design,"['webdesign', 'adobe', 'unity']","[""::\nWhile I had to cancel early due to life getting in the way, I can say nothing but praise when it comes to Callan. I was struggling on a very fundamental level with basics, such as research and work organization. It sounds almost silly when I say I didn't even know how to start a design project, but Callan was extremely understanding and knew how to help me. Even a few weeks of working on basics has went a long way in making me feel more confident about even attempting to design something. I was also supplied with a lot of personalized .pdfs to provide feedback and explain some of the concepts.\nI genuinely believe you cannot go wrong with Callan - I would give 7 stars if I could. Again, I had to cancel prematurely for now, but I know I'll be back someday!\nThank you Callan!\n"", '::\nResponsive, knowledgeable, and easy going.\nCallan has a great understanding of a wide range of design practices and how they work together. After a few months of mentorship I feel like I have a solid foundation in the basics of front end web design, graphic design, and 3D modeling, which is far better than I would have done on my own watching tutorials!\n', '::\nOver the last few weeks Callan has become a valuable source of information and guidance for me. From discussing career goals to offering his experience in graphic design, web development and 3D modeling, he is extremely insightful and responsive!\n']"
Scott La Counte,1,5.0,UI%20Design,"['uxwriting', 'uxdesign', 'contentdesign']",['NAN']
Callan Richardson,3,5.0,UI%20Design,"['webdesign', 'adobe', 'unity']","[""::\nWhile I had to cancel early due to life getting in the way, I can say nothing but praise when it comes to Callan. I was struggling on a very fundamental level with basics, such as research and work organization. It sounds almost silly when I say I didn't even know how to start a design project, but Callan was extremely understanding and knew how to help me. Even a few weeks of working on basics has went a long way in making me feel more confident about even attempting to design something. I was also supplied with a lot of personalized .pdfs to provide feedback and explain some of the concepts.\nI genuinely believe you cannot go wrong with Callan - I would give 7 stars if I could. Again, I had to cancel prematurely for now, but I know I'll be back someday!\nThank you Callan!\n"", '::\nResponsive, knowledgeable, and easy going.\nCallan has a great understanding of a wide range of design practices and how they work together. After a few months of mentorship I feel like I have a solid foundation in the basics of front end web design, graphic design, and 3D modeling, which is far better than I would have done on my own watching tutorials!\n', '::\nOver the last few weeks Callan has become a valuable source of information and guidance for me. From discussing career goals to offering his experience in graphic design, web development and 3D modeling, he is extremely insightful and responsive!\n']"
Juliette Weiss,13,5.0,UI%20Design,"['uxdesign', 'aiethics', 'designleadership']","['::\nI would have loved more time only because Juliette was amazing. I went in not knowing what to expect, but it was so easy to open up to her and I walked away with knowledge I wish I had known years ago.\n', '::\nI am so very thankful for the kind time my mentor gave me. She gave me fruitful suggestions and insights on how I can proceed on my career path. I got a lot of clarity from a very experienced person. She also gave me great resources to start with for my learning.\n', '::\nI am so grateful for portfolio review session with Juliette. She gave me thorough insightful feedback on points I was lacking. I would love to get more mentoring sessions with her in future.\nThanks again Juliette,\nRahul\n']"
Sara Tung,7,5.0,UI%20Design,"['uxdesign', 'uidesign', 'visualdesign']","['::\nSara is awesome! She listens to where you want to go with your career and provides feedback on how to get there. I have improved so much thanks to her mentorship. I highly recommend her if you have goals you want to achieve.\n', ""::\nSara is amazing! She's very responsive and helpful with any questions I have regarding UX design. I'm hoping in the long term she can help me become a fantastic UX designer. I'm very excited about where our mentorship will go in the near future. I feel very grateful to have a mentor that has a lot of experience in the industry and is selflessly providing her experience and skills while balancing working full-time in her own UX career.\n"", '::\nSara has been great. She has given me a much better understanding of what employers are looking for in UX/UI and how to make a stellar portfolio. Five Stars.\n']"
Nikki Dahan,3,5.0,UI%20Design,"['productdesign', 'userresearch', 'figma']",['NAN']
Darold Davis,1,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']",['NAN']
Varun G,5,5.0,UI%20Design,"['javascript', 'reactjs', 'redux']","['::\nVarun is a great mentor and always ready to listen, provide recommendations and support whenever needed. I will always recommend him. You are the best.\n', '::\nGreat and supportive mentor.\n', '::\nVarun is a great mentor and has no qualms in rolling up his sleeve in helping me anytime. He explains very clearly with an example when ever it is necessary.\n']"
Itay Forer,8,5.0,Product%20Strategy,"['bootstrapping', 'productmarketfit', 'startup']","['::\nItay has a perfect attitude when it comes to being a startup founder. He is an energetic but calm, creative thinker and makes sure you feel good on the way to the top.\nI got a lot of value from each mentorship session and would pick Itay as my mentor again every day of the week.\nThanks, Itay!!\n', '::\nItay is a very experienced entrepreneur, a very intelligent and wise person, and just a great guy. He helped me with a variety of diverse tasks that I was facing during our mentorship. He also provided me with extremely helpful personal development advice. He is a great mentor. Definitely will recommend going into a mentorship with him!\n', '::\nI met briefly with Itay and in that time he was helpful and immensely knowledgeable.\n']"
